key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[],match,reason
rayyan-304846844,"Determinants of E-Commerce, Artificial Intelligence, and Agile Methods in Small- and Medium-Sized Enterprises",2023,7,7,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,"[""0018-9391"", ""1558-0040     J9  - IEEE T ENG MANAGE     JI  - IEEE Trans. Eng. Manage.""]",,,,"Barata, SFPG and Ferreira, FAF and Carayannis, EG and Ferreira, JJM",,English,,"[""Univ Inst Lisbon, ISCTE Business Sch, P-1649026 Lisbon, Portugal"", ""Univ Inst Lisbon, ISCTE Business Sch, BRU IUL, P-1649026 Lisbon, Portugal"", ""Univ Memphis, Fogelman Coll Business & Econ, Memphis, TN 38152 USA"", ""George Washington Univ, Sch Business, Dept Informat Syst & Technol Management, Washington, DC 20052 USA"", ""Univ Beira Interior, NECE Res Unit, P-6200209 Covilha, Portugal""]","Small- and medium-sized enterprises (SMEs) are constrained by scarce resources, yet they are under strong pressure to maintain a competitive position in global markets, especially during crises such as the coronavirus disease-19 (COVID-19) pandemic. In this context, electronic commerce (hereafter e-commerce) platforms combining artificial intelligence (AI) and agile methods have been thriving. On the one hand, AI is a better way to process the data essential to platform customization and optimization. On the other hand, agile adoption ensures iterative software delivery as well as improved management practices that reduce uncertainty and allow SMEs to adapt more easily to new market requirements. A limited number of studies have covered all three topics, especially in relation to these companies. This research focused on creating an innovative model to identify determinants that favor or inhibit SME development of e-commerce, AI, and agile method projects. The model was developed using cognitive mapping-based on strategic options development and analysis-and decision-making trial and evaluation laboratory technique. Recommendations were generated to help SMEs use these tools to acquire a stronger competitive position in global markets.",Included,10.1109/TEM.2023.3269601,Agile methods;artificial intelligence (AI);cognitive mapping;decision-making trial and evaluation laboratory (DEMATEL);e-commerce;multiple-criteria decision analysis (MCDA);strategic options development and analysis (SODA);technology;MULTICRITERIA DECISION-ANALYSIS;ADOPTION;SATISFACTION;MANAGEMENT,,,,,True,"The article examines how SMEs use AI in conjunction with e-commerce and agile methods to enhance competitiveness, aligning with the research focus on AI adoption and its impact on SME performance and competitiveness."
rayyan-304846846,The Transformative Impact of Cloud Computing on Small and Medium-sized Enterprises (SMEs): A Comprehensive Analysis,2024,,,"2024 INTERNATIONAL CONFERENCE ON SMART APPLICATIONS, COMMUNICATIONS AND NETWORKING, SMARTNETS-2024","[""2837-4932"", ""979-8-3503-8532-8"", ""979-8-3503-8533-5     J9  - Int Conf Smart Commu""]",,,,"Odukoya, O and IEEE",,English,,"E Tennessee State Univ, Dept Comp Sci, Johnson City, TN 37614 USA","Cloud computing emerges as a transformative force in the digital landscape, reshaping the operational efficiency, agility, and competitive advantage for Small and Medium-sized Enterprises (SMEs), marking a pivotal shift in business dynamics. This paper provides a comprehensive analysis of the transformative impact of cloud computing on Small and Medium-sized Enterprises (SMEs), highlighting its role as a catalyst for improved operational efficiency, agility, and competitive advantage in today's digital landscape. Through a qualitative and theoretical exploration of cloud computing adoption, the key benefits of scalability, flexibility, and cost-effectiveness that cloud services provide to SMEs are highlighted. Major cloud service models-Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS)-are explored to demonstrate their alignment with the diverse needs of SMEs, enabling them to overcome challenges related to limited capital and the need for rapid market responsiveness.        Additionally, the paper delves into the intersection of cloud computing with emerging trends and technologies such as edge computing, serverless architectures, multi-cloud strategies, artificial intelligence (AI), and the Internet of Things (IoT), underscoring their potential to drive innovation and create value within the SME sector. Furthermore, it addresses the critical aspects of cybersecurity and compliance in the cloud, emphasizing the significance of robust security measures, data protection, and regulatory adherence in fostering a secure and compliant digital ecosystem for SMEs.        The paper concludes by advocating for the strategic adoption of cloud computing as a key factor in achieving sustainable growth and a competitive edge for SMEs, paving the way for future research on the long-term impacts and industry-specific challenges of cloud computing adoption.",Included,10.1109/SMARTNETS61466.2024.10577703     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Cloud Computing;Small and Medium-sized Enterprises (SMEs);Adoption;Artificial Intelligence(AI),,,,,True,"The article discusses the adoption of AI within cloud computing by SMEs, highlighting its role in operational efficiency and competitive advantage, which aligns with the research focus on AI use in SME operations and performance."
rayyan-304846848,Flexible and robust detection for assembly automation with YOLOv5: a case study on HMLV manufacturing line,2025,6,,JOURNAL OF INTELLIGENT MANUFACTURING,"[""0956-5515"", ""1572-8145     J9  - J INTELL MANUF     JI  - J. Intell. Manuf.""]",36,5,3447-3463,"Simeth, A and Kumar, AA and Plapper, P",,English,,"Univ Luxembourg, Dept Engn, 6 Rue Richard Coudenhove Kalergi, L-1359 Kirchberg, Luxembourg","Automating assembly processes in High-Mix, Low Volume (HMLV) manufacturing remains challenging, especially for Small and Medium-sized Enterprises (SMEs). Consequently, many companies still rely on a significant amount of manual operations with an overall low degree of automation. The emergence of artificial intelligence-based algorithms offers potential solutions, enabling assembly automation compatible with multiple products and maintaining overall production flexibility. This paper investigates the application of the YOLO (You Only Look Once) object detection algorithm in an HMLV production line within an SME. The performance of the algorithm was tested for different cases, namely, (a) on different products having similar product features, (b) on completely new products, and (c) under different lighting conditions. The algorithm achieved precision and recall greater than 98 % \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\%$$\end{document} and mAP50:95 greater than 97 % \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\%$$\end{document} .",Included,10.1007/s10845-024-02411-5,High-mix low-volume (HMLV);Assembly automation;Artificial intelligence (AI);You only look once (YOLO);OBJECT DETECTION;CASCADE,,,,,True,"The article explores the use of AI (YOLO object detection algorithm) in SME manufacturing operations, aligning with the research focus on AI adoption in SMEs and its impact on operational performance."
rayyan-304846850,Three-zone simulated moving-bed (SMB) for separation of cytosine and guanine,2012,7,,KOREAN JOURNAL OF CHEMICAL ENGINEERING,"[""0256-1115"", ""1975-7220     J9  - KOREAN J CHEM ENG     JI  - Korean J. Chem. Eng.""]",29,7,952-958,"Song, SM and Park, MB and Kim, IH",,English,,"Chungnam Natl Univ, Dept Chem Engn, Taejon 305764, South Korea","Separation of guanine and cytosine base pairs in nucleotide is an interesting topic for investigation of DNA structure. Therefore, an understanding of nucleotide separation by chromatography is necessary to prepare DNA molecules. Guanine and cytosine separation in SMB was simulated by Aspen chromatography and it was experimented by assembled 3-zone simulated moving bed (SMB) with change of stream flow rates, sample concentration, and desorbent flow rate. The simulation of batch chromatography was also confirmed by HPLC experiments. Based on these, good operating conditions of SMB chromatography were determined. Three-zone SMB equipment was set up by connecting three C-18-HPLC columns, four HPLC pumps, and six multiposition valves. Batch chromatography of cytosine and guanine was conducted to determine the isotherms of the two nucleotides. The outlet streams of SMB, raffinate and extract were sampled and analyzed by analytical HPLC system. The adsorption isotherms of cytosine and guanine were H-C= 0.5 and H (G) =1.05. The highest experimental purity of cytosine and guanine in SMB was obtained as 94.9% and 89.8% with operating parameters of Q (feed) =0.2 mL/min, Q (desorbent) =0.6 mL/min, Q (extract) =0.2 mL/min, Q (raffinate) =0.6 mL/min, and switching time=7 min.",Excluded,10.1007/s11814-011-0247-6     WE  - Science Citation Index Expanded (SCI-EXPANDED),Guanine;Cytosine;SMB (Simulated Moving Bed),,,,,False,"The article focuses on nucleotide separation using chromatography techniques, unrelated to AI or machine learning applications in SMEs."
rayyan-304846851,Methods for rapid identification of anomalous layers in laser powder bed fusion,2023,7,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,36,,35-39,"Scime, L and Goldsby, D and Paquit, V",,English,,"[""Oak Ridge Natl Lab, Electrificat & Energy Infrastruct Div, Oak Ridge, TN 37830 USA"", ""Oak Ridge Natl Lab, Mfg Sci Div, Oak Ridge, TN 37830 USA""]","In situ process monitoring is a key requirement for increased industry acceptance of powder bed Additive Manufacturing. As sensing technologies increase in maturity, attention must also be given to effective data exploration techniques. These data are often high-resolution and multi-modal, with each build con-sisting of thousands of layers. Here, the authors propose two methods enabling users to rapidly identify layers of interest within a build. Both methods leverage results from deep learning based segmentations of in situ powder bed images. The first method is an unsupervised ""reverse layer search"" algorithm while the second method uses supervised machine learning.(c) 2023 Society of Manufacturing Engineers (SME). Published by Elsevier Ltd. All rights reserved.",Excluded,10.1016/j.mfglet.2023.01.003,Additive manufacturing;Data exploration;Machine learning,,,,,False,"The article focuses on deep learning applications in additive manufacturing process monitoring, not on AI/ML use in SMEs' operations or their organizational performance and competitiveness."
rayyan-304846852,A three-zone simulated moving-bed for separation of immunoglobulin Y,2013,8,,KOREAN JOURNAL OF CHEMICAL ENGINEERING,"[""0256-1115"", ""1975-7220     J9  - KOREAN J CHEM ENG     JI  - Korean J. Chem. Eng.""]",30,8,1527-1532,"Song, SM and Kim, IH",,English,,"Chungnam Natl Univ, Dept Chem Engn, Taejon 305764, South Korea","Separation of immunoglobulin Y (IgY) from hen eggs is an interesting topic for investigating antibody purification. Understanding of IgY separation by chromatography is necessary to prepare antibody. IgY preparation in SMB was simulated by Aspen chromatography and was experimented by assembling a 3-zone simulated moving bed (SMB). With change of stream flow rates, the SMB performance was studied. Simulation of IgY batch HPLC chromatography was also done and confirmed by HPLC experiments. Based on these, good operating conditions of SMB chromatography were determined. Three-zone SMB equipment was set up by connecting three C-18-HPLC columns, four HPLC pumps, and six multiposition valves. Batch chromatography of IgY was conducted to determine the isotherms of IgY and contaminating impurity. The outlet streams of SMB, raffinate and extract were sampled and analyzed by analytical HPLC system. The adsorption isotherms of IgY and impurity were determined as H (IgY) =0.1 and H (impure) =1.1. The highest experimental purity of IgY from SMB was obtained as 98% for the operating parameters of Q (feed) =0.2mL/min, Q (desorbent) =0.31 mL/min, Q (extract) =0.2 mL/min, Q (raffinate) =0.3 mL/min, and switching time=8.47 min.",Excluded,10.1007/s11814-013-0106-8     WE  - Science Citation Index Expanded (SCI-EXPANDED),IgY;SMB (Simulated Moving Bed);OPERATION,,,,,False,"The article focuses on antibody purification using chromatography techniques and does not address the use of AI, ML, DL, ANN, or NN in SMEs or their operational impact."
rayyan-304846853,E-commerce utilization analysis and growth strategy for smes using an artificial intelligence,2023,,,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,"[""1064-1246"", ""1875-8967     J9  - J INTELL FUZZY SYST     JI  - J. Intell. Fuzzy Syst.""]",45,5,7619-7629,"Zhong, YJ",,English,,"Shanghai Xingjian Coll, Dept Econ Management, Shanghai, Peoples R China     PU  - IOS PRESS     PI  - AMSTERDAM     PA  - NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS","E-commerce is becoming a robust catalyst to enlarge the business actions and construct an active consumer based on emergence of a global economy. E-commerce is offering the opportunities for Small and Medium-sized Enterprises (SMEs) with limited resources to decrease the operating costs and improve the profitability by overcoming the operational problems. In addition, SMEs use e-commerce websitesas sales channels between the businesses, their competitor, and consumers. Between the success of e-commerce and manufacturing SMEs, however, the moderating influence of entrepreneurial competencies does not seem to be as significant. Hence, in this paper, Deep Convolutional Neural Network based onSales Prediction Model (DCNN-SPM) has been suggested for analyzing SME enterprises' e-commerce utilization and development. Consistent with the user decision-making requirements of online product sales, united with the impelling factors of online product sales in different SME industries and the benefits of Artificial Intelligence (AI), this study builds a sales prediction model appropriate for online products. Furthermore, it evaluates the model's adaptability to different types of online products. Our model can automatically extract the useful features from raw log data and predict the sales utilizing those extracted features by DCNN. The experimental outcomes show that our suggested DCNN-SPM has achieved a high customer satisfaction ratio of 98.7% and a customer is buying behaviour analysis of 97.6%.",Included,10.3233/JIFS-232406     WE  - Science Citation Index Expanded (SCI-EXPANDED),E-commerce utilization analysis;growth strategy for SMEs;artificial intelligence,,,,,True,"The article discusses the use of Deep Convolutional Neural Networks (a form of Deep Learning) by SMEs in e-commerce operations, focusing on sales prediction and customer behavior analysis, which aligns with the research on AI and DL adoption in SMEs and their impact on performance."
rayyan-304846854,Filling Missing Surface Roughness Data for Grinding Process Using Physics-Guided Neural Network,2022,9,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,33,,828-834     WE  - Emerging Sources Citation Index (ESCI),"Li, C and Bhatta, K and Xiao, GX and Fan, HT and Arinez, J and Chang, Q",,English,,"[""Univ Virginia, Dept Mech & Aerosp Engn, Charlottesville, VA 22904 USA"", ""Gen Motors Corp, Gen Motors R&D, Warren, MI 48090 USA""]",Missing data is often unavoidable in real-world datasets which may lead to poor data-driven analysis and unreliable prediction. Filling the missing data presents a nontrivial challenge in existing techniques. Current naive methods for filling the missing data often lead to biased approximations or make false assumptions about the data and correlations of the data. This paper presents a physics-guided neural network (PGNN) method that integrates the deep learning method with the guidance of a physics-based model to effectively fill the missing data that caused by limitations in information collection. The PGNN method first determines the coefficients of a physics-based model of a certain process by using machine learning (ML)-based estimations instead of experiment-based calibration. The outputs of this estimated physics-based model will serve as additional inputs for the next-level deep learning model. A numerical case study is performed to demonstrate the effectiveness of the proposed method by comparing it with other standard data-driven methods. The simulation results show that the PGNN method can more accurately fill the missing information and capture the uncertainty in the environment. (C) 2022 Society of Manufacturing Engineers (SME). Published by Elsevier Ltd. All rights reserved. Peer-review under responsibility of the Scientific Committee of the NAMRI/SME.,Excluded,,Missing data filling;Smart manufacturing;Machine learning;Big data analytics;Integration of intelligent manufacturing processes with smart systems;MULTIPLE IMPUTATION;MODELS,,,,,False,"The article focuses on a physics-guided neural network method for filling missing data in datasets, which is a technical approach unrelated to the use of AI/ML/DL in SMEs' operations or their organizational performance and competitiveness."
rayyan-304846855,Bankruptcy Prediction Using Machine Learning Techniques,2022,1,,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,"[""1911-8066"", ""1911-8074     J9  - J RISK FINANC MANAG     JI  - J. Risk Financ. Manag.""]",15,1,,"Shetty, S and Musa, M and Bredart, X",,English,,"[""Lamar Univ, Coll Business Adm, Beaumont, TX 77705 USA"", ""Gulf Univ Sci & Technol, Dept Math & Nat Sci, Coll Arts & Sci, Mishref 32093, Kuwait"", ""Univ Mons, Warocque Sch Business & Econ, B-7000 Mons, Belgium""]","In this study, we apply several advanced machine learning techniques including extreme gradient boosting (XGBoost), support vector machine (SVM), and a deep neural network to predict bankruptcy using easily obtainable financial data of 3728 Belgian Small and Medium Enterprises (SME's) during the period 2002-2012. Using the above-mentioned machine learning techniques, we predict bankruptcies with a global accuracy of 82-83% using only three easily obtainable financial ratios: the return on assets, the current ratio, and the solvency ratio. While the prediction accuracy is similar to several previous models in the literature, our model is very simple to implement and represents an accurate and user-friendly tool to discriminate between bankrupt and non-bankrupt firms.",Included,10.3390/jrfm15010035     WE  - Emerging Sources Citation Index (ESCI),bankruptcy;deep learning;support vector machine;extreme gradient boosting;SMEs;FINANCIAL RATIOS;DISCRIMINANT-ANALYSIS;CORPORATE BANKRUPTCY;VARIABLE SELECTION;MODELS,,,,,True,"The article applies machine learning techniques, including deep neural networks, to SMEs, focusing on operational outcomes (bankruptcy prediction), aligning with the research on AI/ML use in SMEs and its impact on organizational performance."
rayyan-304846857,The multisensor information fusion-based deep learning model for equipment health monitor integrating subject matter expert knowledge,2024,12,,JOURNAL OF INTELLIGENT MANUFACTURING,"[""0956-5515"", ""1572-8145     J9  - J INTELL MANUF     JI  - J. Intell. Manuf.""]",35,8,4055-4069,"Dang, JF",,English,,"Natl Taiwan Univ Sci & Technol, Grad Inst Intelligent Mfg Technol, Taipei, Taiwan","Nowadays, the modern production machines are usually equipped with advanced sensors to collect the data which can be further analyzed because of the advent of Industry 4.0. This study proposes a novel deep learning (DL) information fusion-based framework collaborating convolutional neural network (CNN) architecture with subject matter expert (SME) for equipment health monitor. The author integrates the unsupervised learning with supervised learning strategies bringing several benefits. Unsupervised learning assists in identifying the underlying patterns and relation within data without the need for labeled data, while supervised learning trains the model by the labeled data to derive prediction results. Also, due to sensor data characteristics, this study develops the independent CNN-based backbone net to extract the features of multisonsor data and to allow the proposed architecture to flexibly adopt arbitrary number of sensors attached to the equipment. An empirical study is conducted to demonstrate the effectiveness and the practice viability of the proposed framework. The resulting outcomes show that the proposed algorithm has superior performance than other machine learning models. One could adopt the general framework to maintain the performance of the equipment.",Excluded,10.1007/s10845-024-02338-x,Deep learning;Subject matter expert;Convolutional neural network;Equipment health monitoring;CONVOLUTIONAL NEURAL-NETWORK;FAULT-DIAGNOSIS,,,,,False,"The article focuses on deep learning for equipment health monitoring in production machines, not on AI adoption by SMEs or its impact on organizational performance and competitiveness."
rayyan-304846858,Current status and perspectives regarding the skills and meta-competencies needed by employees in the era 4.0,2025,4,7,KYBERNETES,"[""0368-492X"", ""1758-7883     J9  - KYBERNETES     JI  - Kybernetes""]",,,,"Neamtu, DM and Bejinaru, R and Anichiti, A and Butnaru, GI and Hapenciuc, CV",,English,,"[""Stefan Cel Mare Univ, Dept Management Business Adm & Tourism, Suceava, Romania"", ""Alexandru Ioan Cuza Univ, Dept Management Mkt & Business Adm, Iasi, Romania""]","Purpose This study investigates the perspective of small and medium-sized enterprises (SMEs) in the North-East Region of Romania regarding the adoption of artificial intelligence (AI) systems. The research aims to examine the competencies required for employees from the perspective of both the business environment and the educational sector, focusing on aligning educational programmes with the needs of Industry 4.0. Design/methodology/approach A qualitative research method was employed, using data obtained from interviews conducted with managers from SMEs (160 interviews) and teaching staff (85 interviews) in the North-East Region of Romania. The interviews were processed using NVivo software. The study evaluates both the business environment's perception of necessary employee skills and the educational environment's perspective on developing relevant competencies for the workforce. Findings The results indicate a growing demand for meta-competencies related to AI usage among employees. Additionally, there is a recognized need for coordinated efforts between the educational sector and industry to better align educational programmes with the competency requirements of Industry 4.0. Research limitations/implicationsThe study is limited to the North-East Region of Romania, focusing specifically on SMEs and educational institutions in that area. Originality/value This study fills a gap in the existing literature by providing a focused analysis of AI adoption at the SME level. By examining the intersection of AI technology, workforce competencies and educational preparation in the context of Industry 4.0, this research contributes to understanding the evolving role of AI in shaping both employee profiles and organizational needs.",Included,10.1108/K-10-2024-2918,Business environment;Educational environment;Artificial intelligence;Skills and meta-skills;Industry 4.0;ARTIFICIAL-INTELLIGENCE;FUTURE;CONTEXT,,,,,True,"The article focuses on AI adoption in SMEs, exploring employee competencies and organizational needs, which aligns with investigating AI use and its impact on SME operations and competitiveness."
rayyan-304846860,GENIE: QoS-guided Dynamic Scheduling for CNN-based Tasks on SME Clusters,2019,,,"2019 DESIGN, AUTOMATION & TEST IN EUROPE CONFERENCE & EXHIBITION (DATE)","[""1530-1591"", ""978-3-9819263-2-3     J9  - DES AUT TEST EUROPE""]",,,1599-1602,"Chen, ZY and Luo, L and Yang, HD and Yu, J and Wen, M and Zhang, CY and IEEE",,English,,"[""Natl Univ Def Technol, Coll Comp, Changsha, Hunan, Peoples R China"", ""Natl Key Lab Parallel & Distributed Proc, Changsha, Hunan, Peoples R China""]","Convolutional Neural Network (CNN) has achieved dramatic developments in emerging Machine Learning (ML) services. Compared to online ML services, offline ML services that are full of diverse CNN workloads are common in small and medium-sized enterprises (SMEs), research institutes and universities. Efficient scheduling and processing of multiple CNN-based tasks on SME clusters is both significant and challenging. Existing schedulers cannot predict the resource requirements of CNN-based tasks. In this paper, we propose GENIE, a QoS-guided dynamic scheduling framework for SME clusters that achieves users' QoS guarantee and high system utilization. Based on a prediction model derived from lightweight profiling, a QoS-guided scheduling strategy is proposed to identify the best placements for CNN-based tasks. We implement GENIE as a plugin of Tensorflow and experiment with real SME clusters and large-scale simulations. The results of the experiments demonstrate that the QoS-guided strategy outperforms other baseline schedulers by up to 67.4% and 28.2% in terms of QoS-guarantee percentage and makespan.",Included,10.23919/date.2019.8715279     WE  - Conference Proceedings Citation Index - Science (CPCI-S),QoS-guided;SME Cluster;Scheduling;CNN;Multi-task,,,,,True,"The article focuses on the use of CNN-based machine learning workloads in SME clusters, addressing scheduling and resource management challenges, which aligns with investigating AI/ML adoption and operational benefits in SMEs."
rayyan-304846861,From Theory to Practice: Empirical Insights on BPM Lifecycle Adoption and Low-Code Utilization in SMEs,2025,,,IEEE ACCESS,2169-3536     J9  - IEEE ACCESS     JI  - IEEE Access,13,,117385-117403,"Arno, P",,English,,"Univ Warsaw, Fac Econ Sci, PL-00927 Warsaw, Poland","Small and medium-sized enterprises (SMEs) face growing pressure to adapt to dynamic, competitive markets. Business Process Management (BPM) offers a strategic pathway to operational efficiency and digital transformation. While the BPM lifecycle and low-code platforms are frequently presented as key enablers for SMEs, few empirical studies examine their practical implementation. This study addresses two research questions: 1) how SMEs use low-code technologies to support BPM, and 2) how they apply - or deviate from - the traditional BPM lifecycle. Using a triangulated research design combining a rapid literature review and an expert survey of BPM practitioners in SMEs, the study finds that low-code tools are widely adopted for basic BPM tasks such as process modeling and workflow automation. However, advanced features like AI and process mining are underutilized. Likewise, SMEs often skip or adapt BPM lifecycle phases due to organizational constraints. These findings highlight a gap between BPM theory and SME practice, emphasizing the need for more adaptive BPM frameworks and accessible low-code solutions tailored to SME contexts.",Excluded,10.1109/ACCESS.2025.3585261     WE  - Science Citation Index Expanded (SCI-EXPANDED),Systematic literature review;Surveys;Monitoring;Digital transformation;Organizations;Optimization;Design methodology;Business process management;Artificial intelligence;Adaptation models;BPM lifecycle;low-code;SME;BUSINESS PROCESS MANAGEMENT;CRITICAL SUCCESS FACTORS,,,,,False,"The article focuses on Business Process Management and low-code technologies in SMEs, with only a minor mention of AI, lacking emphasis on AI, ML, DL, or Neural Networks and their impact on organizational performance or competitiveness."
rayyan-304846862,The impact of artificial intelligence in marketing on the performance of business organizations: evidence from SMEs in an emerging economy,2024,6,13,JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,"[""2053-4604"", ""2053-4612     J9  - J ENTREP EMERG ECON     JI  - J. Entrep. Emerg. Econ.""]",16,4,1090-1117,"Abrokwah-Larbi, K and Awuku-Larbi, Y",,English,,"[""Koforidua Tech Univ, Dept Mkt, Koforidua, Ghana"", ""Univ Ghana, Noguchi Mem Inst Med Res NMIMR, Dept Virol, Accra, Ghana""]","PurposeThis study aims to empirically investigate the relationship between artificial intelligence (AI) in marketing (AIM) and business performance from the resource-based view (RBV) perspective. Design/methodology/approachA survey strategy was used in this study to collect data from 225 small and medium enterprises (SMEs) respondents who were on the registered list of the Ghana Enterprise Agency in the Eastern Region of Ghana. Structural equation modeling - path analysis was used to estimate the impact of AIM on the performance of SMEs. FindingsThe analyzed data shows that AIM has significant impact on the financial performance, customer performance, internal business process performance and learning and growth performance in the case of SMEs in Ghana. This study establishes the significance of AIM approach in achieving financial performance, customer performance, internal business process performance and learning and growth performance through the application of AIM determinants including, Internet of Things (IoT), collaborative decision-making systems (CDMS), virtual and augmented reality (VAR) and personalization. Research limitations/implicationsAside the aforementioned significance of this research study, this study has limitations. The sample size of this research study can be expanded to include SME respondents in other geographical areas that were not considered in this study. Future research studies should concentrate on how AIM can analyze customer communications and information such as posts on social media to develop future communications that may enhance customer engagement. Practical implicationsThe practical implications comprise of two key items. First, this research study encourages SME owners and managers to develop an AIM method as a fundamental strategic goal in their pursuit to improve SME performance. Second, SME owners and managers should increasingly implement the four determinants of AIM indicated in this research study (i.e., IOT, CDMS, VAR and personalization) to develop essential resources for effective application of AIM to improve their performance. Originality/valueThe results of this study provide a strong support to RBV theory and the proposition that AIM and its determinants (i.e., IOT, CDMS, VAR and personalization) should be recognized as an essential strategic resource for improving the performance (i.e., financial performance, customer performance, internal business process performance and learning and growth performance) of SMEs. This study also contributes to the current body of knowledge on AIM and management, particularly in the context of an emerging economy.",Included,10.1108/JEEE-07-2022-0207,SMEs;Emerging economy;Artificial intelligence in marketing (AIM);Business organization performance;CONSUMER;EXPERIENCE;FRAMEWORK;INTERNET;AI,,,,,True,"The article investigates the impact of AI in marketing on SME performance, focusing on AI technologies and their benefits, aligning with the research on AI adoption and its influence on SME competitiveness and performance."
rayyan-304846864,Roles of AI: Financing selection for regretful SMEs in e-commerce supply chains,2024,9,,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,"[""1366-5545"", ""1878-5794     J9  - TRANSPORT RES E-LOG     JI  - Transp. Res. Pt. e-Logist. Transp. Rev.""]",189,,,"Yao, X and Li, XY and Mangla, SK and Song, ML",,English,,"[""Xiamen Univ, China Ctr Energy Econ Res, Sch Econ, Xiamen 361005, Peoples R China"", ""OP Jindal Global Univ, Res Ctr Digital Circular Econ Sustainable Dev Goal, Sonipat, Haryana, India"", ""Anhui Univ Finance & Econ, Anhui Prov Key Lab Philosophy & Social Sci Low Car, Bengbu 233030, Anhui, Peoples R China""]","Businesses are rapidly incorporating artificial intelligence (AI) into operations, particularly to manage regret bias. Based on a game with three financing options (bank financing, guarantee financing and direct financing), we investigate how AI influences financing preferences among ecommerce supply chain participants, which involve one capital-constrained and regretful SME, one e-commerce platform, and a bank. Firstly, our findings reveal that the impact of AI is not a clear-cut matter. AI may not consistently boost platform profitability under guarantee financing, platform needs to consider the production scale effect brought by AI against the potential default risk. Similarly, in direct financing, SME must strike a balance between the increase in output resulting from AI development and the potential impact of platform adjusting interest rates. Secondly, from the perspective of financing strategy space, it's evident that AI can be a positive force in encouraging all supply chain participants to enjoy platform financing services. Specifically, SME prefers direct financing over guarantor financing when the unit regret bias cost and production cost is low but the commission fee is high. Platform is more inclined to provide direct financing if unit production cost is low and unit commission fee is high. Otherwise, bank financing is preferred. As regret bias cost diminish, the strategy space for bank financing contracts. For the whole supply chain, all three types of financing may be options. Guarantee and direct financing gradually become more popular as SME uses AI at higher levels. Moreover, conclusions remain robust when SME is fully credit-constrained or platform is fully financially constrained. These results not only underscore the critical role of AI in regret bias and financial management but also shed light on the innovative possibilities in financing within the e-commerce supply chain.",Included,10.1016/j.tre.2024.103649,AI;Regret bias;Financing strategy;E-commerce supply chain;NEWSVENDOR;DECISION;PRICE,,,,,True,"The article examines how SMEs use AI in financing decisions within e-commerce supply chains, addressing AI's impact on SME operations and financial strategies, which aligns with the research focus on AI adoption and its influence on SME performance and competitiveness."
rayyan-304846866,(Coulomb) Local potential energy density-supramolecular energy (LPED-SME) machine learning prediction--a web application to obtain the local SME from simple inputs,2025,6,20,CANADIAN JOURNAL OF CHEMISTRY,"[""0008-4042"", ""1480-3291     J9  - CAN J CHEM     JI  - Can. J. Chem.""]",,,,"Firme, CL and Boes, ES",,English,,"[""Fed Univ Rio Grande Norte UFRN, Inst Chem, Av Senador Salgado Filho,3000,Cent Campus, BR-59078970 Natal, RN, Brazil"", ""Inst Fed Brasilia, Campus Gama Rodovia DF 480 Lote 1 Pte Alta Norte G, BR-72429005 Brasilia, DF, Brazil""]","We developed a freely accessible web application (https://clfirme.pythonanywhere.com/) that uses supervised machine learning (ML) to predict (Coulomb) local potential energy density (LPED) for intermolecular and intramolecular interactions. The user-friendly interface accepts simple inputs: atomic charges of interacting atoms and interatomic distances, avoiding the complex calculations typically required by Quantum Theory of Atoms in Molecules topology. Our learning curves demonstrate model stability relative to dataset size, leveraging uncoded, smooth features with strong physical relationships to the target LPED. After testing six different ML models, we found that Regularized Gradient Boosting performed best, achieving excellent predictive capacity in both primary and secondary testing. This model has an average uncertainty estimate of 40.9%, with larger errors observed for highly negative LPED values.",Excluded,10.1139/cjc-2025-0027,QTAIM;local potential energy density;intermolecular interaction;supramolecular energy;machine learning;gradient boosting;MOLECULES;ATOMS;FUNCTIONALS;SETS,,,,,False,"The article focuses on using machine learning to predict local potential energy density in molecular interactions, which is unrelated to AI adoption in SMEs or its impact on organizational performance and competitiveness."
